subsecao_id,municipio_id,year
17612.0,16233.0,2018
17612.0,16241.0,2018
17612.0,16276.0,2018
17612.0,16292.0,2018
17612.0,16306.0,2018
17612.0,16330.0,2018
17612.0,16357.0,2018
17612.0,16373.0,2018
17612.0,16411.0,2018
17612.0,16438.0,2018
17612.0,16551.0,2018
17612.0,16691.0,2018
17612.0,16713.0,2018
17612.0,16810.0,2018
17612.0,16977.0,2018
17612.0,17035.0,2018
17612.0,17051.0,2018
17612.0,17230.0,2018
17612.0,17256.0,2018
17612.0,17272.0,2018
17612.0,17310.0,2018
17612.0,17353.0,2018
17612.0,17418.0,2018
17612.0,17531.0,2018
17612.0,17558.0,2018
17612.0,17574.0,2018
17612.0,17612.0,2018
17612.0,17639.0,2018
17612.0,17655.0,2018
17612.0,17795.0,2018
17612.0,17817.0,2018
17612.0,17833.0,2018
17612.0,17957.0,2018
17612.0,18058.0,2018
17612.0,18155.0,2018
17612.0,18198.0,2018
17612.0,18236.0,2018
17612.0,18295.0,2018
17612.0,18333.0,2018
17612.0,18376.0,2018
17612.0,18414.0,2018
17612.0,18430.0,2018
17612.0,18490.0,2018
17612.0,18511.0,2018
17612.0,18554.0,2018
17612.0,18597.0,2018
17612.0,18619.0,2018
17612.0,18635.0,2018
17612.0,18678.0,2018
17612.0,18716.0,2018
17612.0,18775.0,2018
17612.0,18813.0,2018
17612.0,18910.0,2018
17612.0,18953.0,2018
17612.0,18996.0,2018
17876.0,16071.0,2018
17876.0,16098.0,2018
17876.0,16110.0,2018
17876.0,16160.0,2018
17876.0,16179.0,2018
17876.0,16187.0,2018
17876.0,16209.0,2018
17876.0,16578.0,2018
17876.0,16632.0,2018
17876.0,16659.0,2018
17876.0,16772.0,2018
17876.0,16950.0,2018
17876.0,17159.0,2018
17876.0,17175.0,2018
17876.0,17213.0,2018
17876.0,17370.0,2018
17876.0,17396.0,2018
17876.0,17450.0,2018
17876.0,17477.0,2018
17876.0,17515.0,2018
